2021-09-10
Part Number,On Hand,Backlog,Released,HFR,On Order,T-Avail,R-Avail,Reorder,2021/9/17,2021/9/24,2021/10/8,2021/10/22,2021/11/12
EX-SKT-WH,1552.840000,0.000000,0.000000,0.000000,0.000000,1552.840000,1552.840000,0.000000,,,,,
EX-SPH-AM,1332.076000,0.000000,0.000000,0.000000,0.000000,1332.076000,1332.076000,1000.000000,,,,,
EX-SPH-BL,2301.008000,0.000000,0.000000,0.000000,0.000000,2301.008000,2301.008000,1000.000000,,,,,
EX-SPH-CL,10772.419000,1995.780000,1804.380000,191.400000,0.000000,8776.639000,8968.039000,5000.000000,,,,,
EX-SPH-FR,10087.882000,223.600000,76.600000,147.000000,0.000000,9864.282000,10011.282000,5000.000000,,,,,
EX-SPH-GR,1287.972000,0.000000,0.000000,0.000000,0.000000,1287.972000,1287.972000,1000.000000,,,,,
EX-SPH-RD,646.553000,0.000000,0.000000,0.000000,0.000000,646.553000,646.553000,1000.000000,,,,,
EX-SPH-VL,1608.926000,0.000000,0.000000,0.000000,0.000000,1608.926000,1608.926000,1000.000000,,,,,
EX-TK,23.000000,0.000000,0.000000,0.000000,0.000000,23.000000,23.000000,0.000000,,,,,
EX-UB-IW,4809.010000,483.600000,72.600000,411.000000,0.000000,4325.410000,4736.410000,0.000000,,,,,
EX-UB-LW,7275.778000,0.000000,0.000000,0.000000,0.000000,7275.778000,7275.778000,5000.000000,,,,,
EX-UB-WW,3959.545000,613.900000,378.500000,235.400000,5000.000000,8345.645000,8581.045000,5000.000000,,5000.000000,,,
EX-USK-BK,13578.922000,2871.880000,2225.480000,646.400000,20000.000000,30707.042000,31353.442000,10000.000000,20000.000000,,,,
EX-USK-WH,10695.121000,12.500000,12.500000,0.000000,1640.000000,12322.621000,12322.621000,10000.000000,,,1640.000000,,
EX-VI-2000K-BB,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
EX-VI-IW,5194.216000,468.000000,468.000000,0.000000,0.000000,4726.216000,4726.216000,0.000000,,,,,
EX-VI-LW,7662.150000,52.000000,52.000000,0.000000,0.000000,7610.150000,7610.150000,5000.000000,,,,,
EX-VI-WW,2849.793000,88.000000,88.000000,0.000000,5000.000000,7761.793000,7761.793000,5000.000000,5000.000000,,,,
EX-WH,3074.916000,0.000000,0.000000,0.000000,0.000000,3074.916000,3074.916000,2500.000000,,,,,
EX-WR,495.000000,600.000000,175.000000,425.000000,0.000000,-105.000000,320.000000,0.000000,,,,,
EX-WW,2682.338000,1227.380000,1227.380000,0.000000,10000.000000,11454.958000,11454.958000,5000.000000,,10000.000000,,,
EX-YG,2065.384000,0.000000,0.000000,0.000000,0.000000,2065.384000,2065.384000,1000.000000,,,,,
EXC-EC,831.000000,6.000000,6.000000,0.000000,0.000000,825.000000,825.000000,200.000000,,,,,
EXC-SPL,2304.000000,4.000000,4.000000,0.000000,0.000000,2300.000000,2300.000000,200.000000,,,,,
EXCH-B-NA,8325.000000,0.000000,0.000000,0.000000,0.000000,8325.000000,8325.000000,1000.000000,,,,,
EXCH-B-PA,164.000000,0.000000,0.000000,0.000000,0.000000,164.000000,164.000000,0.000000,,,,,
EXCH-B-PG,482.000000,0.000000,0.000000,0.000000,0.000000,482.000000,482.000000,0.000000,,,,,
EXCH-B-SA,4086.586000,66.750000,66.750000,0.000000,0.000000,4019.836000,4019.836000,1000.000000,,,,,
EXCH-B2-BK,677.000000,0.000000,0.000000,0.000000,0.000000,677.000000,677.000000,1000.000000,,,,,
EXCH-B2-NA,584.000000,0.000000,0.000000,0.000000,0.000000,584.000000,584.000000,1000.000000,,,,,
EXCH-B2-SA,2357.000000,0.000000,0.000000,0.000000,0.000000,2357.000000,2357.000000,1000.000000,,,,,
EXCH-B2-WH,994.000000,0.000000,0.000000,0.000000,0.000000,994.000000,994.000000,1000.000000,,,,,
EXCH-C-BK,512.000000,0.000000,0.000000,0.000000,0.000000,512.000000,512.000000,1000.000000,,,,,
EXCH-C-NA,9575.000000,0.000000,0.000000,0.000000,0.000000,9575.000000,9575.000000,1000.000000,,,,,
EXCH-C-PA,205.000000,0.000000,0.000000,0.000000,0.000000,205.000000,205.000000,0.000000,,,,,
EXCH-C-PG,451.000000,0.000000,0.000000,0.000000,0.000000,451.000000,451.000000,0.000000,,,,,
EXCH-C-SA,1407.586000,68.250000,68.250000,0.000000,0.000000,1339.336000,1339.336000,2000.000000,,,,,
EXCH-C-WH,1010.000000,0.000000,0.000000,0.000000,0.000000,1010.000000,1010.000000,1000.000000,,,,,
EXCH-EC-H,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
EXSS-CABLE,0.000000,0.000000,0.000000,0.000000,800.000000,800.000000,800.000000,0.000000,,800.000000,,,
FILTER-BLUE,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FILTER-DIFFUSER,400.000000,0.000000,0.000000,0.000000,0.000000,400.000000,400.000000,0.000000,,,,,
FILTER-GOLD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FILTER-KB,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FILTER-LAVENDER,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FILTER-RED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FILTER-ROSE,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FILTER-TEAL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FL-200,3658.000000,0.000000,0.000000,0.000000,0.000000,3658.000000,3658.000000,2000.000000,,,,,
FL-300,2543.000000,0.000000,0.000000,0.000000,0.000000,2543.000000,2543.000000,2000.000000,,,,,
FL-400,1019.000000,0.000000,0.000000,0.000000,0.000000,1019.000000,1019.000000,0.000000,,,,,
FLBK,11550.921000,40.000000,20.000000,20.000000,0.000000,11510.921000,11530.921000,0.000000,,,,,
FLBK-110-HM,5635.470000,2.160000,2.160000,0.000000,0.000000,5633.310000,5633.310000,2500.000000,,,,,
FLBK-160-HM,11490.718000,600.423000,600.423000,0.000000,0.000000,10890.295000,10890.295000,5000.000000,,,,,
FLBK-210-HM,9035.989000,0.000000,0.000000,0.000000,1377.000000,10412.989000,10412.989000,5000.000000,,1377.600000,,,
FLBK-310-HM,8294.352000,328.000000,0.000000,328.000000,528.000000,8494.352000,8822.352000,5000.000000,,528.736000,,,
FLBK-410-HM,330.168000,0.000000,0.000000,0.000000,8070.000000,8400.168000,8400.168000,2500.000000,,,,8068.800000,
FLBK-60-HM,3034.153000,4.000000,4.000000,0.000000,392.000000,3422.153000,3422.153000,2500.000000,,393.600000,,,
FLBK-60/64/20L,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FLBK-60/64/20LL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FLBK-910-16SKT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FLGR,9088.000000,0.000000,0.000000,0.000000,0.000000,9088.000000,9088.000000,0.000000,,,,,
FLN-3000K-03D-B,30.000000,0.000000,0.000000,0.000000,0.000000,30.000000,30.000000,0.000000,,,,,
FLN-5000K-03D-B,8.000000,2.000000,2.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
FLWG,8878.510000,1338.400000,1338.400000,0.000000,0.000000,7540.110000,7540.110000,0.000000,,,,,
FLWG-110-HM,49.165000,0.000000,0.000000,0.000000,0.000000,49.165000,49.165000,0.000000,,,,,
FLWG-160-HM,9651.633000,6200.000000,6200.000000,0.000000,7860.000000,11311.633000,11311.633000,3930.000000,,7872.000000,,,
FLWG-210,5606.300000,0.000000,0.000000,0.000000,0.000000,5606.300000,5606.300000,0.000000,,,,,
FLWG-210-HM,1870.993000,345.000000,345.000000,0.000000,5000.000000,6525.993000,6525.993000,3440.000000,,5166.000000,,,
FLWG-310-HM,9081.856000,0.000000,0.000000,0.000000,1056.000000,10137.856000,10137.856000,5280.000000,,1057.472000,,,
FRL-10-BL-DF-108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FRL-10-RD-DF-108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FRL-10-RGB-165MM,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FRL-10-RGB-165MM-MITER,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FRL-8-5000-610MM,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FSM-3000K-03D-B,20.000000,2.000000,2.000000,0.000000,30.000000,48.000000,48.000000,0.000000,,30.000000,,,
FSM-3000K-03D-W,21.000000,0.000000,0.000000,0.000000,0.000000,21.000000,21.000000,0.000000,,,,,
FSM-5000K-03D-B,40.000000,0.000000,0.000000,0.000000,0.000000,40.000000,40.000000,0.000000,,,,,
FSM-5000K-03D-W,16.000000,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0.000000,,,,,
FSM-LNS-CL,293.000000,0.000000,0.000000,0.000000,0.000000,293.000000,293.000000,0.000000,,,,,
FSP-3000K-03D-B,21.000000,0.000000,0.000000,0.000000,0.000000,21.000000,21.000000,0.000000,,,,,
FSP-4000K-03D-B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
FSP-5000K-03D-B,18.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,10.000000,,,,,
FT19-BK,947.000000,0.000000,0.000000,0.000000,0.000000,947.000000,947.000000,0.000000,,,,,
GR-100-IW-08D-1600,11.000000,0.000000,0.000000,0.000000,0.000000,11.000000,11.000000,0.000000,,,,,
GR-100-IW-08D-2400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
GR-100-IW-08D-800,10.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,,,,,
GR-A-MB,153.000000,0.000000,0.000000,0.000000,0.000000,153.000000,153.000000,0.000000,,,,,
GR-B-EX-2.32M,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
GR-B-EX-2.4M,219.740000,0.000000,0.000000,0.000000,0.000000,219.740000,219.740000,0.000000,,,,,
GR-BOX,18.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,0.000000,,,,,
GR-C-EX-100MM-2.4M,237.730000,0.000000,0.000000,0.000000,0.000000,237.730000,237.730000,0.000000,,,,,
GR-C-EX-2.4M,23.540000,0.000000,0.000000,0.000000,0.000000,23.540000,23.540000,0.000000,,,,,
GR-C-EX-75MM-2.4M,8.200000,0.000000,0.000000,0.000000,0.000000,8.200000,8.200000,0.000000,,,,,
GR-EC,733.000000,0.000000,0.000000,0.000000,0.000000,733.000000,733.000000,0.000000,,,,,
GR-EC-PG,1050.000000,0.000000,0.000000,0.000000,0.000000,1050.000000,1050.000000,0.000000,,,,,
GR-F-MB,478.000000,0.000000,0.000000,0.000000,0.000000,478.000000,478.000000,0.000000,,,,,
GR-FOAM-FLAT,100.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,,,,,
GR-FOAM-P&P,75.000000,0.000000,0.000000,0.000000,0.000000,75.000000,75.000000,0.000000,,,,,
GR-GMT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
GR-INV-CARD,596.000000,0.000000,0.000000,0.000000,0.000000,596.000000,596.000000,0.000000,,,,,
GR-LED-2700K-G1,14.000000,0.000000,0.000000,0.000000,0.000000,14.000000,14.000000,0.000000,,,,,
GR-LED-BL,165.000000,0.000000,0.000000,0.000000,0.000000,165.000000,165.000000,0.000000,,,,,
GR-LED-IW,578.720000,0.000000,0.000000,0.000000,0.000000,578.720000,578.720000,0.000000,,,,,
GR-LED-NW,964.000000,0.000000,0.000000,0.000000,0.000000,964.000000,964.000000,0.000000,,,,,
GR-LF-1.83M,478.000000,0.000000,0.000000,0.000000,0.000000,478.000000,478.000000,0.000000,,,,,
GR-LNS-20D,4731.760000,0.000000,0.000000,0.000000,0.000000,4731.760000,4731.760000,0.000000,,,,,
GR-LNS-40D,1651.000000,0.000000,0.000000,0.000000,0.000000,1651.000000,1651.000000,0.000000,,,,,
GR-LNS-8D,1573.840000,0.000000,0.000000,0.000000,0.000000,1573.840000,1573.840000,0.000000,,,,,
GR-LNS-GD/CL,1732.720000,0.000000,0.000000,0.000000,0.000000,1732.720000,1732.720000,0.000000,,,,,
GR-LNS-GD/FR,1516.000000,0.000000,0.000000,0.000000,0.000000,1516.000000,1516.000000,0.000000,,,,,
GR-LNS-SP,632.120000,0.000000,0.000000,0.000000,0.000000,632.120000,632.120000,0.000000,,,,,
GR-MB-SC,3000.000000,0.000000,0.000000,0.000000,0.000000,3000.000000,3000.000000,0.000000,,,,,
GR-MC,1445.000000,0.000000,0.000000,0.000000,0.000000,1445.000000,1445.000000,0.000000,,,,,
GR-SR,1876.000000,0.000000,0.000000,0.000000,0.000000,1876.000000,1876.000000,0.000000,,,,,
GR-SR-SC,1934.000000,0.000000,0.000000,0.000000,0.000000,1934.000000,1934.000000,0.000000,,,,,
GREEN PLED-IW,24416.030000,0.000000,0.000000,0.000000,0.000000,24416.030000,24416.030000,0.000000,,,,,
GRHB-100,178.368000,0.000000,0.000000,0.000000,200.000000,378.368000,378.368000,100.000000,,200.000000,,,
GRHB-2700,3378.000000,0.000000,0.000000,0.000000,5.000000,3383.000000,3383.000000,1000.000000,,,,,
GRHB-2700-L,785.000000,2.000000,2.000000,0.000000,0.000000,783.000000,783.000000,250.000000,,,,,
GRHB-3000,2861.000000,8.000000,8.000000,0.000000,0.000000,2853.000000,2853.000000,1000.000000,,,,,
GRHB-3000-L,1077.000000,0.000000,0.000000,0.000000,0.000000,1077.000000,1077.000000,250.000000,,,,,
GRHB-4000,762.000000,0.000000,0.000000,0.000000,1000.000000,1762.000000,1762.000000,500.000000,,1000.000000,,,
GRHB-4000-L,381.000000,0.000000,0.000000,0.000000,570.000000,951.000000,951.000000,200.000000,,570.000000,,,
GRHB-60,214.200000,0.000000,0.000000,0.000000,0.000000,214.200000,214.200000,100.000000,,,,,
GRHB-75,172.240000,0.250000,0.250000,0.000000,50.000000,221.990000,221.990000,100.000000,,50.000000,,,
GRHB-AB,654.000000,4.000000,4.000000,0.000000,600.000000,1250.000000,1250.000000,500.000000,,600.000000,,,
GRHB-BASE,532.808000,0.250000,0.250000,0.000000,0.000000,532.558000,532.558000,400.000000,,,,,
GRHB-EC,972.000000,4.000000,4.000000,0.000000,1000.000000,1968.000000,1968.000000,500.000000,,1000.000000,,,
GRHB-FB,885.000000,2.000000,2.000000,0.000000,0.000000,883.000000,883.000000,400.000000,,,,,
GRHB-GLVR,146.716000,2.000000,2.000000,0.000000,0.000000,144.716000,144.716000,100.000000,,,,,
GRHB-HLVR,1459.000000,2.000000,2.000000,0.000000,0.000000,1457.000000,1457.000000,1000.000000,,,,,
GRHB-LC,3747.000000,10.000000,10.000000,0.000000,0.000000,3737.000000,3737.000000,3000.000000,,,,,
GRHB-LNS-15D,2842.000000,8.000000,8.000000,0.000000,0.000000,2834.000000,2834.000000,1000.000000,,,,,
GRHB-LNS-8D,1647.000000,2.000000,2.000000,0.000000,2016.000000,3661.000000,3661.000000,1000.000000,,2016.000000,,,
GRHB-LNS-SP,2735.000000,0.000000,0.000000,0.000000,0.000000,2735.000000,2735.000000,1000.000000,,,,,
GRHB-PLVR,1456.000000,2.000000,2.000000,0.000000,0.000000,1454.000000,1454.000000,1000.000000,,,,,
GRX-2700-15D-1200,101.000000,0.000000,0.000000,0.000000,1.000000,102.000000,102.000000,100.000000,,,,,
GRX-2700-15D-300,77.000000,0.000000,0.000000,0.000000,0.000000,77.000000,77.000000,50.000000,,,,,
GRX-2700-15D-600,92.000000,0.000000,0.000000,0.000000,0.000000,92.000000,92.000000,70.000000,,,,,
GRX-3000-15D-1200,369.000000,7.000000,1.000000,6.000000,0.000000,362.000000,368.000000,300.000000,,,,,
GRX-3000-15D-300,156.000000,5.000000,0.000000,5.000000,0.000000,151.000000,156.000000,150.000000,,,,,
GRX-3000-15D-600,176.000000,1.000000,0.000000,1.000000,0.000000,175.000000,176.000000,200.000000,,,,,
GRX-4000-15D-1200,123.000000,0.000000,0.000000,0.000000,0.000000,123.000000,123.000000,100.000000,,,,,
GRX-4000-15D-300,58.000000,2.000000,2.000000,0.000000,0.000000,56.000000,56.000000,50.000000,,,,,
GRX-4000-15D-600,95.000000,0.000000,0.000000,0.000000,0.000000,95.000000,95.000000,70.000000,,,,,
GRX-CABLE,492.000000,0.000000,0.000000,0.000000,0.000000,492.000000,492.000000,200.000000,,,,,
GRX-CON,489.000000,2.000000,1.000000,1.000000,0.000000,487.000000,488.000000,300.000000,,,,,
GRX-CP,492.000000,0.000000,0.000000,0.000000,0.000000,492.000000,492.000000,0.000000,,,,,
GRX-EC,686.000000,12.000000,1.000000,11.000000,0.000000,674.000000,685.000000,300.000000,,,,,
GRX-EXT-1M,202.000000,0.000000,0.000000,0.000000,0.000000,202.000000,202.000000,200.000000,,,,,
GRX-EXT-3M,330.000000,0.000000,0.000000,0.000000,0.000000,330.000000,330.000000,200.000000,,,,,
GRX-LVR,1058.000000,148.000000,24.000000,124.000000,0.000000,910.000000,1034.000000,0.000000,,,,,
GRX-LVR-BK,100.100000,37.000000,6.000000,31.000000,0.000000,63.100000,94.100000,0.000000,,,,,
GRX-LVR-MILL,5068.000000,0.000000,0.000000,0.000000,0.000000,5068.000000,5068.000000,0.000000,,,,,
GRX-LVR-SCREW,433.000000,200.000000,33.000000,167.000000,0.000000,233.000000,400.000000,0.000000,,,,,
GRX-Y-CON,343.000000,12.000000,1.000000,11.000000,0.000000,331.000000,342.000000,300.000000,,,,,
HBL-BOOT,45.000000,0.000000,0.000000,0.000000,0.000000,45.000000,45.000000,0.000000,,,,,
HBL-CONN,45.000000,0.000000,0.000000,0.000000,0.000000,45.000000,45.000000,0.000000,,,,,
HC-10/BOX-GSKT,267.000000,33.000000,31.000000,2.000000,0.000000,234.000000,236.000000,50.000000,,,,,
HC-10/NUT,4500.000000,0.000000,0.000000,0.000000,0.000000,4500.000000,4500.000000,0.000000,,,,,
HC-10/PLUG,418.000000,132.000000,124.000000,8.000000,0.000000,286.000000,294.000000,200.000000,,,,,
HINGE-BK,707.000000,2.000000,2.000000,0.000000,1699.000000,2404.000000,2404.000000,250.000000,1699.000000,,,,
ICP,5.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,0.000000,,,,,
ILS-BASE,584.000000,2.000000,2.000000,0.000000,0.000000,582.000000,582.000000,0.000000,,,,,
ILS-COVER,634.000000,2.000000,2.000000,0.000000,0.000000,632.000000,632.000000,0.000000,,,,,
ILS-EC,634.000000,2.000000,2.000000,0.000000,0.000000,632.000000,632.000000,0.000000,,,,,
ILS-FB,803.000000,2.000000,2.000000,0.000000,0.000000,801.000000,801.000000,0.000000,,,,,
INT-50,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KIT-BOX-SM,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KLED-IW-CF,1078.780000,0.000000,0.000000,0.000000,2000.000000,3078.780000,3078.780000,2500.000000,,2000.000000,,,
KLED-IW-FF,2787.970000,0.000000,0.000000,0.000000,0.000000,2787.970000,2787.970000,2500.000000,,,,,
KLED-IW-SF,9683.920000,0.000000,0.000000,0.000000,0.000000,9683.920000,9683.920000,2500.000000,,,,,
KLED-WH-FF,1584.160000,0.000000,0.000000,0.000000,0.000000,1584.160000,1584.160000,0.000000,,,,,
KLED-WH-SF,476.000000,0.000000,0.000000,0.000000,0.000000,476.000000,476.000000,0.000000,,,,,
KLED-WH-ST,39.612000,0.000000,0.000000,0.000000,60.000000,99.612000,99.612000,0.000000,,,,,
KLED-WW-CF,6657.710000,2.000000,2.000000,0.000000,0.000000,6655.710000,6655.710000,2500.000000,,,,,
KLED-WW-SF,5789.765000,823.690000,502.250000,321.440000,0.000000,4966.075000,5287.515000,2500.000000,,,,,
KS-CONTACT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-ED,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-EXCH-ADP,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-G19-FR,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-GS-ADP,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-GS-LW,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-GS-P,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-GS-UP,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-LR,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-LSKT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-MC-2.4M-BK,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-MD-BK,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-MDA-BK,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-MS-BK,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-RGB,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-SCREW,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-SEAL-MOD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-SH-BK,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KS-USKT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KSW-CON-DC-15M,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,,,,,
KSW-CON-DC-30M,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
KSW-CON-LC-10M,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
KSW-CON-T,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
KSW-EXT-1M,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
KSW-L1200-RGBW-20D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KSW-L300-RGBW-20D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
KSW-L600-RGBW-20D,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
KSW-L900-RGBW-20D,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,,,,,
LC-1CH-DP,51.000000,0.000000,0.000000,0.000000,100.000000,151.000000,151.000000,100.000000,,100.000000,,,
LC-1CH-DP-5V,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,,,,,
LC-1CH-MULTI,290.000000,134.000000,133.000000,1.000000,750.000000,906.000000,907.000000,500.000000,,,,,
LC-3CH-CM,11.000000,0.000000,0.000000,0.000000,0.000000,11.000000,11.000000,20.000000,,,,,
LC-3CH-DMX,433.000000,0.000000,0.000000,0.000000,0.000000,433.000000,433.000000,500.000000,,,,,
LC-3CH-DP,34.000000,0.000000,0.000000,0.000000,0.000000,34.000000,34.000000,100.000000,,,,,
LC-4CH-DMX,5.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,0.000000,,,,,
LC-CLR-DMX,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
LC-DMR,23.000000,0.000000,0.000000,0.000000,0.000000,23.000000,23.000000,20.000000,,,,,
LC-DMR-5V,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,,,,,
LC-DMR-BKK,60.000000,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,30.000000,,,,,
LC-DMR-EZ,50.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,25.000000,,,,,
LC-DMR-SVK,60.000000,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,30.000000,,,,,
LC-DMX-5A,0.000000,0.000000,0.000000,0.000000,300.000000,300.000000,300.000000,0.000000,,,,,
LC-GR-DP,53.000000,2.000000,1.000000,1.000000,0.000000,51.000000,52.000000,20.000000,,,,,
LC-KSW-DC,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
LC-KT-DMR,14.000000,0.000000,0.000000,0.000000,0.000000,14.000000,14.000000,0.000000,,,,,
LC-KT-DP,90.000000,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,0.000000,,,,,
LC-KT-SCDP,13.000000,0.000000,0.000000,0.000000,0.000000,13.000000,13.000000,0.000000,,,,,
LC-PWM-SD,322.000000,0.000000,0.000000,0.000000,0.000000,322.000000,322.000000,25.000000,,,,,
LC-SB,28.000000,0.000000,0.000000,0.000000,0.000000,28.000000,28.000000,0.000000,,,,,
LC-SC,5.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,0.000000,,,,,
LC-SPL-DMX,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,,,,,
LC-SPL2-DMX,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LDCC-50W-700DALI,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
LDR-3DA,24.000000,0.000000,0.000000,0.000000,0.000000,24.000000,24.000000,0.000000,,,,,
LDR-DIM,254.000000,0.000000,0.000000,0.000000,0.000000,254.000000,254.000000,0.000000,,,,,
LDR12-20,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,,,,,
LDR12-60,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
LDR24-120,8.000000,0.000000,0.000000,0.000000,0.000000,8.000000,8.000000,0.000000,,,,,
LDR24-16,60.000000,2.000000,1.000000,1.000000,0.000000,58.000000,59.000000,0.000000,,,,,
LDR24-192,717.000000,12.000000,1.000000,11.000000,0.000000,705.000000,716.000000,250.000000,,,,,
LDR24-20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LDR24-25,73.000000,0.000000,0.000000,0.000000,0.000000,73.000000,73.000000,0.000000,,,,,
LDR24-40,64.000000,30.000000,30.000000,0.000000,0.000000,34.000000,34.000000,32.000000,,,,,
LDR24-96,682.000000,10.000000,10.000000,0.000000,0.000000,672.000000,672.000000,100.000000,,,,,
LDR24-96-DALI,60.000000,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,0.000000,,,,,
LDR8-150,5.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,0.000000,,,,,
LDR8-200,12.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.000000,0.000000,,,,,
LDR8-40,700.000000,132.000000,130.000000,2.000000,0.000000,568.000000,570.000000,1500.000000,,,,,
